command,text_orig,name,image,index,text,jp_text,jp_name,text_match
header,,,,0,,,,True
stopmusic,,,,1,,,,True
dialog,,,,2,,,,True
character,,,,3,,,,True
blocker,,,,4,,,,True
image,,,avg_7_23,5,,,,True
blocker,,,,6,,,,True
playmusic,,,,7,,,,True
name,我可以把她还给你，魏。,科西切,,8,我可以把她还给你，魏。,私は彼女を君に返してもいいぞ、ウェイ。,コシチェイ,True
name,——,魏彦吾,,9,——,——,ウェイ・イェンウ,True
name,停！,魏彦吾,,10,停！,やめろ！,ウェイ・イェンウ,True
name,......不要动手。,魏彦吾,,11,......不要动手。,......手を出すな。,ウェイ・イェンウ,True
name,噢。你这些强大的刽子手，真是让我吃了很多苦头。,科西切,,12,噢。你这些强大的刽子手，真是让我吃了很多苦头。,おお。君たちのような強大な処刑人には、本当に苦しめられたよ。,コシチェイ,True
name,我当然可以把她还给你......但她身上的铐环会引爆龙门半数城区。,科西切,,13,我当然可以把她还给你......但她身上的铐环会引爆龙门半数城区。,もちろん彼女を君に返すことはできるが......彼女に付けられた手錠は龍門の半分を吹き飛ばすぞ。,コシチェイ,True
name,你......,魏彦吾,,14,你......,お前は……,ウェイ・イェンウ,True
name,魏，这是你曾经用来对付我的办法，是你逼我离开龙门的办法。,科西切,,15,魏，这是你曾经用来对付我的办法，是你逼我离开龙门的办法。,ウェイ、これは以前君が私に使った手段、私を龍門から追い出したやり方だ。,コシチェイ,True
name,现在，我们主客易位。我是客人，也是下毒的人。,科西切,,16,现在，我们主客易位。我是客人，也是下毒的人。,今や立場が逆転したな。私は客であり、毒を仕掛ける者だ。,コシチェイ,True
name,科西切。你害死了我的兄弟。,魏彦吾,,17,科西切。你害死了我的兄弟。,コシチェイ。お前が私の兄弟を殺した。,ウェイ・イェンウ,True
name,不，不，魏。是你自己杀了自己的兄弟。,科西切,,18,不，不，魏。是你自己杀了自己的兄弟。,違う、違うよ、ウェイ。君が自分の手で兄弟を殺したのだ。,コシチェイ,True
name,我的角色并不重要。你兄弟的悲剧，也许出于一匹独角兽的密令，一条真龙的震怒，但泄露消息的究竟是不是我，不，不重要。,科西切,,19,我的角色并不重要。你兄弟的悲剧，也许出于一匹独角兽的密令，一条真龙的震怒，但泄露消息的究竟是不是我，不，不重要。,私の役割は重要ではない。君の兄弟の悲劇は、ユニコーンの密命か、真なる竜の激怒によるものかもしれないが、情報を漏らしたのが私だったかどうか、それは重要ではない。,コシチェイ,True
name,重要的是，魏，唯一重要的事实是——你用你手中的赤霄剑，杀了自己的兄弟。亲手。,科西切,,20,重要的是，魏，唯一重要的事实是——你用你手中的赤霄剑，杀了自己的兄弟。亲手。,重要なのは一つだけだ、ウェイ。君は自らの手で赤霄剣を振るい、兄弟を殺したという事実だ。,コシチェイ,True
name,赤霄，斩龙之剑。死在这剑下的是谁？血亲，义亲，至亲。,科西切,,21,赤霄，斩龙之剑。死在这剑下的是谁？血亲，义亲，至亲。,赤霄は竜を斬る剣だ。この剣に倒れたのは誰だ？血縁、義理、そして最愛の者だ。,コシチェイ,True
name,斩龙之剑？你们这些人铸造这把剑，不过用来同类相残。,科西切,,22,斩龙之剑？你们这些人铸造这把剑，不过用来同类相残。,竜を斬る剣？君たちはこんな剣を作ったが、結局は同族を殺し合うためのものにすぎない。,コシチェイ,True
name,你说得太多。,魏彦吾,,23,你说得太多。,しゃべりすぎだ。,ウェイ・イェンウ,True
name,好。我让你选。,科西切,,24,好。我让你选。,よろしい。選ばせてやろう。,コシチェイ,True
name,选吧。杀掉我抢回侄女，并因此毁掉这座城市；又或者允许我们平安离开。,科西切,,25,选吧。杀掉我抢回侄女，并因此毁掉这座城市；又或者允许我们平安离开。,選ぶがいい。私を殺して姪を取り返し、その代償にこの都市を滅ぼすか。それとも、私たちを無事に去らせるか。,コシチェイ,True
name,——,魏彦吾,,26,——,——,ウェイ・イェンウ,True
name,不要出剑。你知道后果。,科西切,,27,不要出剑。你知道后果。,剣を抜くな。結末は分かっているだろう。,コシチェイ,True
name,（牙齿研磨的声音）,魏彦吾,,28,（牙齿研磨的声音）,（歯ぎしりの音）,ウェイ・イェンウ,True
name,放松些，魏。我已经允许你选了。如果你不选，那么我，你，你的市民，还有这一对惹人怜爱的姐妹，都会一起死。,科西切,,29,放松些，魏。我已经允许你选了。如果你不选，那么我，你，你的市民，还有这一对惹人怜爱的姐妹，都会一起死。,落ち着け、ウェイ。私は君に選ばせてやっているのだ。もし選ばなければ、私も君も、市民たちも、この愛らしい姉妹も全員死ぬことになるぞ。,コシチェイ,True
name,你在盘算什么？,魏彦吾,,30,你在盘算什么？,お前は何を考えている？,ウェイ・イェンウ,True
name,魏，魏......我了解你。我太了解你了。,科西切,,31,魏，魏......我了解你。我太了解你了。,ウェイ、ウェイ……君のことはよく知っている。あまりにもよく知りすぎているほどだ。,コシチェイ,True
name,你一直都有得选，不是吗？,科西切,,32,你一直都有得选，不是吗？,君にはいつも選択肢があったのだろう？,コシチェイ,True
name,你宝贵的市民们，一旦听说他们的生命被放在天平上，而另一边是一条没人知道姓名的幼龙，他们会怎么想？,科西切,,33,你宝贵的市民们，一旦听说他们的生命被放在天平上，而另一边是一条没人知道姓名的幼龙，他们会怎么想？,君のかけがえのない市民たちは、自分たちの命が天秤にかけられ、もう一方には名前も知らない幼い竜がいると知ったとき、どう思うのだろうか？,コシチェイ,True
name,而我甚至没有理由去伤害她。,科西切,,34,而我甚至没有理由去伤害她。,しかも、私は彼女を傷つける理由さえ持たない。,コシチェイ,True
name,......我既然疏忽到让你再踏上这座城市，就没理由再让你离开。,魏彦吾,,35,......我既然疏忽到让你再踏上这座城市，就没理由再让你离开。,……お前をこの都市に再び踏み入れさせてしまった以上、もう出ていかせる理由はない。,ウェイ・イェンウ,True
name,小塔！,陈,,36,小塔！,シャオタ！,チェン,True
name,真的吗？,科西切,,37,真的吗？,本当か？,コシチェイ,True
name,......,魏彦吾,,38,......,……,ウェイ・イェンウ,True
name,我会亲手杀了你。,魏彦吾,,39,我会亲手杀了你。,私はお前を自らの手で殺す。,ウェイ・イェンウ,True
name,不必，不必。,科西切,,40,不必，不必。,必要ない、必要ないさ。,コシチェイ,True
name,我会死在正确的人手上。,科西切,,41,我会死在正确的人手上。,私は然るべき者の手で死ぬだろう。,コシチェイ,True
dialog,,,,42,,,,True
blocker,,,,43,,,,True
image,,,,44,,,,True
dialog,,,,45,,,,True
blocker,,,,46,,,,True
character,,avg_npc_060,,47,,,avg_npc_060,True
delay,,,,48,,,,True
name,对了，在我给她戴上铐环前，你可以救下她的。,科西切,,49,对了，在我给她戴上铐环前，你可以救下她的。,そうだ、私が彼女に手錠をつける前ならば、君は彼女を救うことができたはずだ。,コシチェイ,True
name,可是你想着防范我，你想着战胜我，打倒我，毁灭我......想看我要做什么。,科西切,,50,可是你想着防范我，你想着战胜我，打倒我，毁灭我......想看我要做什么。,でも君は私を警戒し、私に勝とうとし、私を倒し、私を滅ぼそうとしている……私が何をするつもりか見たいのだろう。,コシチェイ,True
name,魏，你其实害怕我，不是吗？,科西切,,51,魏，你其实害怕我，不是吗？,ウェイ、君は本当は私を恐れているだろう？,コシチェイ,True
dialog,,,,52,,,,True
blocker,,,,53,,,,True
character,,,,54,,,,True
stopmusic,,,,55,,,,True
background,,,,56,,,,True
blocker,,,,57,,,,True
name,她来了。,塔露拉,,58,她来了。,彼女が来た。,タルラ,True
name,她终于来了。,塔露拉,,59,她终于来了。,ついに彼女が来た。,タルラ,True
name,亲手杀了她吧。,塔露拉,,60,亲手杀了她吧。,自分の手で彼女を殺せ。,タルラ,True
character,,,,61,,,,True
dialog,,,,62,,,,True
blocker,,,,63,,,,True
background,,,,64,,,,True
blocker,,,,65,,,,True
playmusic,,,,66,,,,True
name,赦罪师，回答。,？？？,,67,赦罪师，回答。,赦罪師、答えろ。,？？？,True
name,整合运动的领袖，是否有结盟的价值？,？？？,,68,整合运动的领袖，是否有结盟的价值？,統合運動の指導者は同盟を結ぶ価値があるのか？,？？？,True
dialog,,,,69,,,,True
character,,avg_npc_055,,70,,,avg_npc_055,True
delay,,,,71,,,,True
name,你很清楚的事情又何必问我，摄政王殿下？,赦罪师,,72,你很清楚的事情又何必问我，摄政王殿下？,ご存知のことをどうして私に聞くのですか、摂政王殿下？,赦罪師,True
name,一个没有积累、没有背景、没有资本的青年，不可能凭一己之力拿下乌萨斯的重要城市。,赦罪师,,73,一个没有积累、没有背景、没有资本的青年，不可能凭一己之力拿下乌萨斯的重要城市。,何の蓄積も、背景も、資本もない若者が、独力でウルサスの重要都市を手に入れることなど不可能です。,赦罪師,True
name,身为非感染者的统治者们，并不清楚蕴含在她行为里的逻辑。,赦罪师,,74,身为非感染者的统治者们，并不清楚蕴含在她行为里的逻辑。,非感染者である支配者たちは、彼女の行動に含まれる論理がわかっていません。,赦罪師,True
name,他们会一味恐惧，反应过激，尝试通过破坏性的行为去解决混乱的局面——感染者带来的混乱局面。,赦罪师,,75,他们会一味恐惧，反应过激，尝试通过破坏性的行为去解决混乱的局面——感染者带来的混乱局面。,彼らはただ怯え、過剰に反応し、破壊的な行動によって混乱した状況――感染者によってもたらされた混乱を解決しようとするでしょう。,赦罪師,True
name,但我们萨卡兹再清楚不过了。,赦罪师,,76,但我们萨卡兹再清楚不过了。,しかし、我々サルカズはよく知っています。,赦罪師,True
dialog,,,,77,,,,True
character,,,,78,,,,True
character,,avg_npc_062,,79,,,avg_npc_062,True
delay,,,,80,,,,True
name,至于她留在这里的队伍，你的看法是？,摄政王,,81,至于她留在这里的队伍，你的看法是？,彼女がここに残した部隊について、君の考えはどうだ？,摂政王,True
character,,avg_npc_055,,82,,,avg_npc_055,True
name,没有前景，殿下，正如你预见的那样，并没有什么前景。他们并不是真正的军队，而我们需要的是足够的暴力。,赦罪师,,83,没有前景，殿下，正如你预见的那样，并没有什么前景。他们并不是真正的军队，而我们需要的是足够的暴力。,前途はありません、殿下。あなたが予見された通り、何の前途もありません。彼らは本当の軍隊ではなく、我々が必要としているのは十分な暴力です。,赦罪師,True
character,,avg_npc_062,,84,,,avg_npc_062,True
name,剪除他们不能削弱塔露拉的力量。我们缺少一个消灭她的机会。,摄政王,,85,剪除他们不能削弱塔露拉的力量。我们缺少一个消灭她的机会。,彼らを除いてもタルラの力を削ぐことはできない。私たちは彼女を消す機会が足りない。,摂政王,True
character,,avg_npc_055,,86,,,avg_npc_055,True
name,是的，殿下。,赦罪师,,87,是的，殿下。,はい、殿下。,赦罪師,True
name,她所带来的局面、她搅动局面所需要的力量，都恰恰说明她并不是一个单纯的感染者领袖，或是做好了准备去继承皇冠的王储。,赦罪师,,88,她所带来的局面、她搅动局面所需要的力量，都恰恰说明她并不是一个单纯的感染者领袖，或是做好了准备去继承皇冠的王储。,彼女がもたらした状況、その混乱をかき乱すために必要な力、それらは決して彼女がただの感染者の指導者や、王位を継ぐための王太子ではないことを示しています。,赦罪師,True
name,她是个阴谋家。,赦罪师,,89,她是个阴谋家。,彼女は謀略家です。,赦罪師,True
character,,avg_npc_062,,90,,,avg_npc_062,True
name,即使如此，我也需要萨卡兹的全面响应。,摄政王,,91,即使如此，我也需要萨卡兹的全面响应。,それでも私は、サルカズの全面的な対応が必要だ。,摂政王,True
character,,avg_npc_055,,92,,,avg_npc_055,True
name,那么，我有两个好消息，第一是，对于“魔王”的搜查，已经有眉目了。,赦罪师,,93,那么，我有两个好消息，第一是，对于“魔王”的搜查，已经有眉目了。,では、良い知らせが二つあります。まず一つ目は、「魔王」の捜索に手がかりが見つかったことです。,赦罪師,True
name,罗德岛从未易手过。,赦罪师,,94,罗德岛从未易手过。,ロドスアイランドは一度も他者の手に渡ったことがありません。,赦罪師,True
character,,avg_npc_062,,95,,,avg_npc_062,True
name,来不及。我们必须立刻让她开始。,摄政王,,96,来不及。我们必须立刻让她开始。,時間がない。直ちに彼女に始めさせなければならない。,摂政王,True
character,,avg_npc_055,,97,,,avg_npc_055,True
name,请不要发怒，允许我说出第二个吧。,赦罪师,,98,请不要发怒，允许我说出第二个吧。,どうかお怒りにならず、二つ目をお聞きいただけますか。,赦罪師,True
name,“她”已经准备好了。,赦罪师,,99,“她”已经准备好了。,「彼女」はもう準備ができています。,赦罪師,True
dialog,,,,100,,,,True
character,,,,101,,,,True
background,,,,102,,,,True
blocker,,,,103,,,,True
image,,,avg_7_21,104,,,,True
blocker,,,,105,,,,True
delay,,,,106,,,,True
blocker,,,,107,,,,True
image,,,avg_7_22,108,,,,True
blocker,,,,109,,,,True
delay,,,,110,,,,True
name,这才是我们应有的力量。,摄政王,,111,这才是我们应有的力量。,これこそが我々に相応しい力だ。,摂政王,True
name,萨卡兹的正统王者，比任何不知名姓的继承人都强。,摄政王,,112,萨卡兹的正统王者，比任何不知名姓的继承人都强。,サルカズの正統な王者は、どんな名もなき後継者よりも強い。,摂政王,True
character,,,,113,,,,True
dialog,,,,114,,,,True
blocker,,,,115,,,,True
image,,,,116,,,,True
